Line 1: 1 words, 3 characters
Line 2: 11 words, 98 characters
Line 3: 3 words, 31 characters
Line 4: 18 words, 139 characters
Line 5: 15 words, 134 characters
Line 6: 2 words, 10 characters
Line 7: 1 words, 3 characters
Line 8: 3 words, 35 characters
Line 9: 2 words, 11 characters
Line 10: 0 words, 0 characters
Line 11: 2 words, 20 characters
Line 12: 5 words, 42 characters
Line 13: 20 words, 182 characters
Line 14: 7 words, 75 characters
Line 15: 20 words, 179 characters
Line 16: 12 words, 82 characters
Line 17: 18 words, 124 characters
Line 18: 7 words, 62 characters
Line 19: 12 words, 107 characters
Line 20: 13 words, 116 characters
Line 21: 5 words, 50 characters
Line 22: 2 words, 11 characters
Line 23: 10 words, 96 characters
Line 24: 19 words, 152 characters
Line 25: 15 words, 146 characters
Line 26: 9 words, 73 characters
Line 27: 5 words, 42 characters
Line 28: 19 words, 146 characters
Line 29: 4 words, 36 characters
Line 30: 13 words, 111 characters
Line 31: 1 words, 4 characters
Line 32: 18 words, 159 characters
Line 33: 19 words, 149 characters
Line 34: 11 words, 94 characters
Line 35: 5 words, 39 characters
Line 36: 2 words, 21 characters
Line 37: 11 words, 97 characters
Line 38: 17 words, 149 characters
Line 39: 1 words, 7 characters
Line 40: 6 words, 52 characters
Line 41: 19 words, 148 characters
Line 42: 18 words, 172 characters
Line 43: 12 words, 122 characters
Line 44: 19 words, 152 characters
Line 45: 7 words, 66 characters
Line 46: 5 words, 50 characters
Line 47: 17 words, 139 characters
Line 48: 12 words, 95 characters
Line 49: 8 words, 72 characters
Line 50: 20 words, 174 characters
Line 51: 8 words, 56 characters
Line 52: 19 words, 176 characters
Line 53: 11 words, 96 characters
Line 54: 15 words, 146 characters
Line 55: 5 words, 36 characters
Line 56: 3 words, 21 characters
Line 57: 16 words, 126 characters
Line 58: 11 words, 94 characters
Line 59: 5 words, 29 characters
Line 60: 4 words, 22 characters
Line 61: 17 words, 129 characters
Line 62: 13 words, 102 characters
Line 63: 14 words, 130 characters
Line 64: 16 words, 141 characters
Line 65: 13 words, 123 characters
Line 66: 13 words, 93 characters
Line 67: 13 words, 107 characters
Line 68: 14 words, 131 characters
Line 69: 20 words, 171 characters
Line 70: 13 words, 90 characters
Line 71: 18 words, 169 characters
Line 72: 8 words, 59 characters
Line 73: 13 words, 115 characters
Line 74: 3 words, 28 characters
Line 75: 14 words, 97 characters
Line 76: 11 words, 107 characters
Line 77: 5 words, 41 characters
Line 78: 10 words, 80 characters
Line 79: 3 words, 24 characters
Line 80: 11 words, 105 characters
Line 81: 5 words, 44 characters
Line 82: 18 words, 158 characters
Line 83: 19 words, 168 characters
Line 84: 11 words, 99 characters
Line 85: 11 words, 93 characters
Line 86: 3 words, 26 characters
Line 87: 20 words, 156 characters
Line 88: 11 words, 92 characters
Line 89: 10 words, 91 characters
Line 90: 15 words, 137 characters
Line 91: 10 words, 74 characters
Line 92: 17 words, 143 characters
Line 93: 17 words, 153 characters
Line 94: 9 words, 86 characters
Line 95: 14 words, 131 characters
Line 96: 12 words, 103 characters
Line 97: 19 words, 160 characters
Line 98: 19 words, 186 characters
Line 99: 18 words, 152 characters
Line 100: 1 words, 5 characters
Line 101: 12 words, 104 characters
Line 102: 15 words, 122 characters
Line 103: 1 words, 11 characters
Line 104: 15 words, 138 characters
Line 105: 14 words, 121 characters
Line 106: 19 words, 173 characters
Line 107: 17 words, 148 characters
Line 108: 15 words, 141 characters
Line 109: 8 words, 75 characters
Line 110: 9 words, 57 characters
Line 111: 5 words, 44 characters
Line 112: 8 words, 69 characters
Line 113: 19 words, 148 characters
Line 114: 10 words, 66 characters
Line 115: 13 words, 123 characters
Line 116: 12 words, 110 characters
Line 117: 2 words, 17 characters
Line 118: 10 words, 96 characters
Line 119: 13 words, 102 characters
Line 120: 11 words, 81 characters
Line 121: 0 words, 0 characters
Line 122: 13 words, 104 characters
Line 123: 8 words, 69 characters
Line 124: 20 words, 179 characters
Line 125: 12 words, 98 characters
Line 126: 4 words, 34 characters
Line 127: 17 words, 150 characters
Line 128: 5 words, 44 characters
Line 129: 19 words, 156 characters
Line 130: 1 words, 7 characters
