Line 1: 11 words, 89 characters
Line 2: 0 words, 0 characters
Line 3: 1 words, 8 characters
Line 4: 7 words, 63 characters
Line 5: 5 words, 41 characters
Line 6: 10 words, 86 characters
Line 7: 15 words, 118 characters
Line 8: 18 words, 143 characters
Line 9: 11 words, 98 characters
Line 10: 13 words, 100 characters
Line 11: 1 words, 10 characters
Line 12: 16 words, 143 characters
Line 13: 16 words, 130 characters
Line 14: 9 words, 73 characters
Line 15: 9 words, 79 characters
Line 16: 0 words, 0 characters
Line 17: 17 words, 128 characters
Line 18: 15 words, 142 characters
Line 19: 18 words, 138 characters
Line 20: 13 words, 99 characters
Line 21: 11 words, 89 characters
Line 22: 11 words, 87 characters
Line 23: 14 words, 129 characters
Line 24: 5 words, 44 characters
Line 25: 9 words, 82 characters
Line 26: 20 words, 191 characters
Line 27: 2 words, 14 characters
Line 28: 6 words, 63 characters
Line 29: 4 words, 30 characters
Line 30: 7 words, 58 characters
Line 31: 3 words, 26 characters
Line 32: 0 words, 0 characters
Line 33: 12 words, 87 characters
Line 34: 2 words, 25 characters
Line 35: 10 words, 84 characters
Line 36: 19 words, 128 characters
Line 37: 0 words, 0 characters
Line 38: 10 words, 74 characters
Line 39: 8 words, 54 characters
Line 40: 0 words, 0 characters
Line 41: 5 words, 38 characters
Line 42: 0 words, 0 characters
Line 43: 17 words, 152 characters
Line 44: 8 words, 63 characters
Line 45: 3 words, 23 characters
Line 46: 5 words, 45 characters
Line 47: 20 words, 155 characters
Line 48: 16 words, 134 characters
Line 49: 18 words, 165 characters
Line 50: 17 words, 147 characters
Line 51: 2 words, 9 characters
Line 52: 2 words, 14 characters
Line 53: 13 words, 117 characters
Line 54: 16 words, 151 characters
Line 55: 2 words, 18 characters
Line 56: 17 words, 150 characters
Line 57: 18 words, 145 characters
Line 58: 14 words, 133 characters
Line 59: 12 words, 109 characters
Line 60: 5 words, 42 characters
Line 61: 3 words, 27 characters
Line 62: 11 words, 81 characters
Line 63: 8 words, 57 characters
Line 64: 7 words, 53 characters
Line 65: 15 words, 130 characters
Line 66: 3 words, 25 characters
Line 67: 12 words, 101 characters
Line 68: 3 words, 24 characters
Line 69: 12 words, 113 characters
Line 70: 14 words, 135 characters
Line 71: 4 words, 26 characters
Line 72: 19 words, 144 characters
Line 73: 14 words, 118 characters
Line 74: 7 words, 59 characters
Line 75: 4 words, 28 characters
Line 76: 2 words, 23 characters
Line 77: 8 words, 75 characters
Line 78: 5 words, 39 characters
Line 79: 3 words, 24 characters
Line 80: 17 words, 150 characters
Line 81: 18 words, 170 characters
Line 82: 0 words, 0 characters
Line 83: 17 words, 129 characters
Line 84: 4 words, 31 characters
Line 85: 10 words, 77 characters
Line 86: 9 words, 87 characters
Line 87: 6 words, 49 characters
Line 88: 15 words, 129 characters
Line 89: 7 words, 65 characters
Line 90: 17 words, 153 characters
Line 91: 15 words, 127 characters
Line 92: 7 words, 49 characters
Line 93: 8 words, 63 characters
Line 94: 11 words, 111 characters
Line 95: 12 words, 94 characters
Line 96: 0 words, 0 characters
Line 97: 15 words, 123 characters
Line 98: 9 words, 70 characters
Line 99: 7 words, 51 characters
Line 100: 19 words, 174 characters
Line 101: 2 words, 10 characters
Line 102: 0 words, 0 characters
Line 103: 7 words, 59 characters
Line 104: 10 words, 98 characters
Line 105: 8 words, 56 characters
Line 106: 4 words, 22 characters
Line 107: 20 words, 149 characters
Line 108: 13 words, 103 characters
Line 109: 2 words, 11 characters
Line 110: 15 words, 140 characters
Line 111: 1 words, 10 characters
Line 112: 19 words, 153 characters
Line 113: 5 words, 48 characters
Line 114: 2 words, 18 characters
Line 115: 3 words, 28 characters
Line 116: 6 words, 61 characters
Line 117: 18 words, 161 characters
Line 118: 4 words, 40 characters
Line 119: 1 words, 10 characters
Line 120: 17 words, 141 characters
Line 121: 8 words, 72 characters
Line 122: 12 words, 98 characters
Line 123: 17 words, 155 characters
Line 124: 9 words, 76 characters
Line 125: 20 words, 187 characters
Line 126: 18 words, 150 characters
Line 127: 16 words, 117 characters
Line 128: 14 words, 101 characters
Line 129: 18 words, 166 characters
Line 130: 14 words, 114 characters
Line 131: 10 words, 79 characters
Line 132: 18 words, 176 characters
Line 133: 7 words, 41 characters
Line 134: 1 words, 3 characters
Line 135: 17 words, 138 characters
Line 136: 20 words, 174 characters
Line 137: 4 words, 30 characters
Line 138: 14 words, 123 characters
Line 139: 15 words, 131 characters
Line 140: 19 words, 176 characters
