Line 1: 7 words, 52 characters
Line 2: 2 words, 21 characters
Line 3: 4 words, 35 characters
Line 4: 15 words, 139 characters
Line 5: 5 words, 37 characters
Line 6: 13 words, 118 characters
Line 7: 15 words, 146 characters
Line 8: 15 words, 125 characters
Line 9: 2 words, 19 characters
Line 10: 6 words, 61 characters
Line 11: 2 words, 16 characters
Line 12: 12 words, 120 characters
Line 13: 15 words, 130 characters
Line 14: 2 words, 24 characters
Line 15: 13 words, 120 characters
Line 16: 8 words, 63 characters
Line 17: 16 words, 132 characters
Line 18: 20 words, 179 characters
Line 19: 3 words, 20 characters
Line 20: 0 words, 0 characters
Line 21: 2 words, 13 characters
Line 22: 19 words, 162 characters
Line 23: 13 words, 82 characters
Line 24: 16 words, 125 characters
Line 25: 16 words, 116 characters
Line 26: 10 words, 80 characters
Line 27: 6 words, 55 characters
Line 28: 5 words, 32 characters
Line 29: 7 words, 54 characters
Line 30: 8 words, 68 characters
Line 31: 8 words, 75 characters
Line 32: 9 words, 80 characters
Line 33: 8 words, 62 characters
Line 34: 6 words, 52 characters
Line 35: 7 words, 47 characters
Line 36: 1 words, 4 characters
Line 37: 14 words, 115 characters
Line 38: 20 words, 172 characters
Line 39: 4 words, 25 characters
Line 40: 0 words, 0 characters
Line 41: 0 words, 0 characters
Line 42: 4 words, 25 characters
Line 43: 2 words, 10 characters
Line 44: 6 words, 50 characters
Line 45: 5 words, 42 characters
Line 46: 6 words, 61 characters
Line 47: 15 words, 124 characters
Line 48: 16 words, 140 characters
Line 49: 5 words, 43 characters
Line 50: 16 words, 140 characters
Line 51: 20 words, 156 characters
Line 52: 2 words, 19 characters
Line 53: 20 words, 174 characters
Line 54: 0 words, 0 characters
Line 55: 18 words, 141 characters
Line 56: 0 words, 0 characters
Line 57: 1 words, 8 characters
Line 58: 7 words, 59 characters
Line 59: 4 words, 29 characters
Line 60: 17 words, 144 characters
Line 61: 15 words, 111 characters
Line 62: 2 words, 25 characters
Line 63: 16 words, 144 characters
Line 64: 17 words, 143 characters
Line 65: 13 words, 112 characters
Line 66: 2 words, 15 characters
Line 67: 5 words, 38 characters
Line 68: 7 words, 56 characters
Line 69: 16 words, 153 characters
Line 70: 17 words, 144 characters
Line 71: 0 words, 0 characters
Line 72: 16 words, 123 characters
Line 73: 13 words, 107 characters
Line 74: 17 words, 140 characters
Line 75: 18 words, 153 characters
Line 76: 11 words, 81 characters
Line 77: 2 words, 20 characters
Line 78: 6 words, 43 characters
Line 79: 18 words, 162 characters
Line 80: 15 words, 136 characters
Line 81: 2 words, 16 characters
Line 82: 5 words, 36 characters
Line 83: 6 words, 41 characters
Line 84: 20 words, 188 characters
Line 85: 19 words, 135 characters
Line 86: 2 words, 11 characters
Line 87: 13 words, 104 characters
Line 88: 1 words, 3 characters
Line 89: 6 words, 43 characters
Line 90: 18 words, 157 characters
Line 91: 3 words, 26 characters
Line 92: 12 words, 91 characters
Line 93: 20 words, 186 characters
Line 94: 9 words, 75 characters
Line 95: 5 words, 36 characters
Line 96: 13 words, 98 characters
Line 97: 19 words, 176 characters
Line 98: 4 words, 40 characters
Line 99: 16 words, 143 characters
Line 100: 8 words, 69 characters
Line 101: 18 words, 153 characters
Line 102: 17 words, 169 characters
Line 103: 20 words, 186 characters
Line 104: 9 words, 83 characters
Line 105: 9 words, 70 characters
Line 106: 6 words, 61 characters
Line 107: 7 words, 60 characters
Line 108: 14 words, 100 characters
Line 109: 16 words, 143 characters
Line 110: 0 words, 0 characters
Line 111: 0 words, 0 characters
Line 112: 9 words, 71 characters
Line 113: 12 words, 108 characters
Line 114: 2 words, 12 characters
Line 115: 9 words, 76 characters
Line 116: 12 words, 103 characters
Line 117: 10 words, 72 characters
Line 118: 15 words, 112 characters
Line 119: 14 words, 92 characters
Line 120: 9 words, 86 characters
Line 121: 6 words, 40 characters
Line 122: 3 words, 24 characters
Line 123: 13 words, 104 characters
Line 124: 16 words, 153 characters
Line 125: 18 words, 159 characters
Line 126: 9 words, 73 characters
Line 127: 17 words, 142 characters
Line 128: 18 words, 138 characters
Line 129: 10 words, 77 characters
Line 130: 18 words, 167 characters
Line 131: 14 words, 97 characters
Line 132: 13 words, 116 characters
Line 133: 1 words, 7 characters
Line 134: 10 words, 79 characters
Line 135: 6 words, 50 characters
Line 136: 4 words, 38 characters
Line 137: 17 words, 162 characters
Line 138: 8 words, 70 characters
Line 139: 12 words, 101 characters
Line 140: 3 words, 23 characters
Line 141: 0 words, 0 characters
Line 142: 20 words, 175 characters
Line 143: 4 words, 33 characters
Line 144: 2 words, 22 characters
Line 145: 9 words, 69 characters
Line 146: 7 words, 61 characters
Line 147: 6 words, 46 characters
Line 148: 16 words, 156 characters
Line 149: 16 words, 146 characters
Line 150: 18 words, 136 characters
Line 151: 7 words, 54 characters
Line 152: 7 words, 64 characters
Line 153: 12 words, 92 characters
Line 154: 7 words, 50 characters
Line 155: 8 words, 66 characters
Line 156: 7 words, 54 characters
Line 157: 9 words, 65 characters
Line 158: 18 words, 159 characters
Line 159: 0 words, 0 characters
Line 160: 5 words, 56 characters
Line 161: 7 words, 47 characters
Line 162: 20 words, 175 characters
Line 163: 16 words, 139 characters
Line 164: 14 words, 129 characters
Line 165: 5 words, 40 characters
Line 166: 13 words, 100 characters
Line 167: 19 words, 152 characters
Line 168: 12 words, 84 characters
Line 169: 14 words, 112 characters
Line 170: 11 words, 104 characters
Line 171: 11 words, 103 characters
Line 172: 18 words, 138 characters
Line 173: 15 words, 114 characters
Line 174: 0 words, 0 characters
Line 175: 8 words, 72 characters
Line 176: 11 words, 94 characters
Line 177: 17 words, 152 characters
Line 178: 0 words, 0 characters
Line 179: 16 words, 134 characters
Line 180: 2 words, 24 characters
Line 181: 4 words, 33 characters
Line 182: 8 words, 79 characters
Line 183: 17 words, 117 characters
Line 184: 7 words, 50 characters
Line 185: 13 words, 110 characters
Line 186: 15 words, 112 characters
Line 187: 10 words, 81 characters
Line 188: 17 words, 158 characters
Line 189: 6 words, 56 characters
Line 190: 6 words, 42 characters
Line 191: 18 words, 143 characters
Line 192: 9 words, 79 characters
Line 193: 11 words, 99 characters
Line 194: 2 words, 23 characters
Line 195: 16 words, 125 characters
Line 196: 18 words, 168 characters
Line 197: 13 words, 116 characters
Line 198: 7 words, 59 characters
Line 199: 2 words, 18 characters
Line 200: 14 words, 121 characters
Line 201: 2 words, 17 characters
Line 202: 6 words, 35 characters
Line 203: 12 words, 105 characters
Line 204: 11 words, 89 characters
Line 205: 20 words, 185 characters
Line 206: 3 words, 24 characters
Line 207: 1 words, 3 characters
Line 208: 17 words, 143 characters
Line 209: 13 words, 113 characters
Line 210: 7 words, 56 characters
Line 211: 2 words, 16 characters
Line 212: 8 words, 65 characters
Line 213: 6 words, 54 characters
Line 214: 5 words, 47 characters
Line 215: 13 words, 101 characters
Line 216: 20 words, 190 characters
Line 217: 5 words, 45 characters
Line 218: 5 words, 42 characters
Line 219: 0 words, 0 characters
Line 220: 6 words, 47 characters
Line 221: 2 words, 13 characters
Line 222: 0 words, 0 characters
Line 223: 20 words, 176 characters
Line 224: 6 words, 45 characters
Line 225: 14 words, 108 characters
Line 226: 3 words, 33 characters
Line 227: 16 words, 139 characters
Line 228: 11 words, 121 characters
Line 229: 13 words, 135 characters
Line 230: 5 words, 42 characters
Line 231: 15 words, 134 characters
Line 232: 12 words, 91 characters
Line 233: 6 words, 47 characters
Line 234: 17 words, 133 characters
Line 235: 5 words, 43 characters
Line 236: 17 words, 160 characters
Line 237: 19 words, 165 characters
Line 238: 3 words, 25 characters
Line 239: 17 words, 149 characters
Line 240: 4 words, 28 characters
Line 241: 16 words, 153 characters
Line 242: 16 words, 150 characters
Line 243: 16 words, 135 characters
Line 244: 8 words, 72 characters
Line 245: 13 words, 137 characters
Line 246: 19 words, 155 characters
Line 247: 13 words, 128 characters
Line 248: 0 words, 0 characters
Line 249: 14 words, 119 characters
