Line 1: 10 words, 93 characters
Line 2: 18 words, 154 characters
Line 3: 17 words, 145 characters
Line 4: 19 words, 186 characters
Line 5: 6 words, 53 characters
Line 6: 11 words, 84 characters
Line 7: 20 words, 197 characters
Line 8: 4 words, 29 characters
Line 9: 10 words, 91 characters
Line 10: 8 words, 71 characters
Line 11: 11 words, 90 characters
Line 12: 9 words, 85 characters
Line 13: 7 words, 53 characters
Line 14: 6 words, 46 characters
Line 15: 14 words, 109 characters
Line 16: 12 words, 99 characters
Line 17: 9 words, 78 characters
Line 18: 4 words, 30 characters
Line 19: 2 words, 21 characters
Line 20: 10 words, 75 characters
Line 21: 17 words, 150 characters
Line 22: 14 words, 107 characters
Line 23: 11 words, 89 characters
Line 24: 5 words, 53 characters
Line 25: 3 words, 30 characters
Line 26: 10 words, 79 characters
Line 27: 18 words, 143 characters
Line 28: 14 words, 125 characters
Line 29: 11 words, 98 characters
Line 30: 1 words, 10 characters
Line 31: 5 words, 53 characters
Line 32: 2 words, 14 characters
Line 33: 9 words, 82 characters
Line 34: 0 words, 0 characters
Line 35: 8 words, 48 characters
Line 36: 17 words, 129 characters
Line 37: 7 words, 72 characters
Line 38: 6 words, 52 characters
Line 39: 6 words, 59 characters
Line 40: 10 words, 69 characters
Line 41: 13 words, 92 characters
Line 42: 16 words, 136 characters
Line 43: 0 words, 0 characters
Line 44: 19 words, 160 characters
Line 45: 11 words, 104 characters
Line 46: 12 words, 129 characters
Line 47: 15 words, 131 characters
Line 48: 17 words, 143 characters
Line 49: 15 words, 138 characters
Line 50: 6 words, 62 characters
Line 51: 3 words, 16 characters
Line 52: 2 words, 14 characters
Line 53: 16 words, 145 characters
Line 54: 15 words, 139 characters
Line 55: 15 words, 125 characters
Line 56: 20 words, 155 characters
Line 57: 13 words, 104 characters
Line 58: 16 words, 123 characters
Line 59: 13 words, 112 characters
Line 60: 18 words, 120 characters
Line 61: 7 words, 58 characters
Line 62: 12 words, 121 characters
Line 63: 11 words, 106 characters
Line 64: 8 words, 58 characters
Line 65: 16 words, 122 characters
Line 66: 11 words, 91 characters
Line 67: 11 words, 86 characters
Line 68: 3 words, 19 characters
Line 69: 4 words, 19 characters
Line 70: 13 words, 108 characters
Line 71: 6 words, 62 characters
Line 72: 11 words, 97 characters
Line 73: 14 words, 110 characters
Line 74: 1 words, 12 characters
Line 75: 17 words, 130 characters
Line 76: 4 words, 40 characters
Line 77: 3 words, 22 characters
Line 78: 11 words, 94 characters
Line 79: 17 words, 150 characters
Line 80: 15 words, 122 characters
Line 81: 2 words, 15 characters
Line 82: 9 words, 65 characters
Line 83: 10 words, 75 characters
Line 84: 8 words, 63 characters
Line 85: 16 words, 142 characters
Line 86: 7 words, 56 characters
Line 87: 11 words, 96 characters
Line 88: 4 words, 37 characters
Line 89: 16 words, 142 characters
Line 90: 16 words, 138 characters
Line 91: 10 words, 90 characters
Line 92: 1 words, 8 characters
Line 93: 17 words, 149 characters
Line 94: 15 words, 119 characters
Line 95: 12 words, 90 characters
Line 96: 14 words, 107 characters
Line 97: 13 words, 117 characters
Line 98: 14 words, 138 characters
Line 99: 3 words, 27 characters
Line 100: 19 words, 140 characters
Line 101: 15 words, 121 characters
Line 102: 14 words, 86 characters
Line 103: 8 words, 53 characters
Line 104: 16 words, 143 characters
Line 105: 13 words, 90 characters
Line 106: 4 words, 31 characters
Line 107: 15 words, 105 characters
Line 108: 0 words, 0 characters
Line 109: 1 words, 12 characters
Line 110: 14 words, 129 characters
Line 111: 12 words, 88 characters
Line 112: 13 words, 94 characters
Line 113: 0 words, 0 characters
Line 114: 0 words, 0 characters
Line 115: 14 words, 104 characters
Line 116: 19 words, 148 characters
Line 117: 14 words, 109 characters
Line 118: 20 words, 152 characters
Line 119: 1 words, 4 characters
Line 120: 7 words, 59 characters
Line 121: 12 words, 106 characters
Line 122: 20 words, 184 characters
Line 123: 6 words, 55 characters
Line 124: 17 words, 146 characters
Line 125: 2 words, 13 characters
Line 126: 12 words, 121 characters
Line 127: 17 words, 125 characters
Line 128: 17 words, 154 characters
Line 129: 11 words, 84 characters
Line 130: 19 words, 171 characters
Line 131: 1 words, 6 characters
Line 132: 1 words, 11 characters
Line 133: 12 words, 88 characters
Line 134: 18 words, 140 characters
Line 135: 10 words, 84 characters
Line 136: 5 words, 46 characters
Line 137: 6 words, 53 characters
Line 138: 17 words, 158 characters
Line 139: 3 words, 17 characters
Line 140: 8 words, 57 characters
Line 141: 19 words, 172 characters
Line 142: 0 words, 0 characters
Line 143: 20 words, 164 characters
Line 144: 8 words, 65 characters
Line 145: 17 words, 153 characters
Line 146: 6 words, 36 characters
Line 147: 10 words, 75 characters
Line 148: 18 words, 137 characters
Line 149: 1 words, 7 characters
Line 150: 1 words, 11 characters
Line 151: 20 words, 172 characters
Line 152: 11 words, 75 characters
Line 153: 6 words, 60 characters
Line 154: 15 words, 114 characters
Line 155: 11 words, 100 characters
Line 156: 14 words, 125 characters
Line 157: 14 words, 115 characters
Line 158: 3 words, 21 characters
Line 159: 15 words, 130 characters
Line 160: 3 words, 23 characters
Line 161: 8 words, 69 characters
Line 162: 6 words, 46 characters
Line 163: 9 words, 82 characters
Line 164: 17 words, 159 characters
Line 165: 3 words, 21 characters
Line 166: 2 words, 8 characters
Line 167: 4 words, 39 characters
Line 168: 16 words, 118 characters
Line 169: 8 words, 61 characters
Line 170: 18 words, 153 characters
Line 171: 0 words, 0 characters
Line 172: 8 words, 64 characters
Line 173: 18 words, 155 characters
Line 174: 10 words, 93 characters
Line 175: 4 words, 31 characters
Line 176: 5 words, 55 characters
Line 177: 1 words, 8 characters
Line 178: 18 words, 141 characters
Line 179: 18 words, 151 characters
Line 180: 10 words, 78 characters
Line 181: 8 words, 70 characters
Line 182: 0 words, 0 characters
Line 183: 6 words, 53 characters
Line 184: 11 words, 103 characters
Line 185: 4 words, 34 characters
Line 186: 15 words, 127 characters
Line 187: 7 words, 66 characters
Line 188: 16 words, 130 characters
Line 189: 19 words, 163 characters
Line 190: 2 words, 24 characters
Line 191: 15 words, 125 characters
Line 192: 11 words, 96 characters
Line 193: 16 words, 156 characters
Line 194: 19 words, 147 characters
Line 195: 18 words, 150 characters
Line 196: 17 words, 141 characters
Line 197: 15 words, 116 characters
Line 198: 15 words, 120 characters
Line 199: 11 words, 84 characters
Line 200: 0 words, 0 characters
Line 201: 8 words, 66 characters
Line 202: 19 words, 178 characters
Line 203: 2 words, 10 characters
Line 204: 5 words, 38 characters
Line 205: 10 words, 83 characters
Line 206: 3 words, 33 characters
Line 207: 20 words, 188 characters
Line 208: 10 words, 77 characters
Line 209: 0 words, 0 characters
Line 210: 7 words, 56 characters
Line 211: 17 words, 152 characters
Line 212: 1 words, 5 characters
Line 213: 0 words, 0 characters
Line 214: 18 words, 161 characters
Line 215: 20 words, 153 characters
Line 216: 6 words, 46 characters
Line 217: 3 words, 26 characters
Line 218: 7 words, 60 characters
Line 219: 11 words, 91 characters
Line 220: 17 words, 128 characters
Line 221: 0 words, 0 characters
Line 222: 3 words, 31 characters
Line 223: 1 words, 9 characters
Line 224: 7 words, 68 characters
Line 225: 19 words, 158 characters
Line 226: 17 words, 143 characters
Line 227: 1 words, 5 characters
Line 228: 17 words, 151 characters
Line 229: 1 words, 10 characters
Line 230: 8 words, 79 characters
Line 231: 11 words, 101 characters
Line 232: 10 words, 71 characters
Line 233: 4 words, 35 characters
Line 234: 2 words, 16 characters
Line 235: 7 words, 58 characters
Line 236: 18 words, 135 characters
Line 237: 8 words, 78 characters
Line 238: 11 words, 110 characters
Line 239: 13 words, 122 characters
Line 240: 10 words, 75 characters
Line 241: 20 words, 158 characters
Line 242: 14 words, 98 characters
Line 243: 9 words, 80 characters
Line 244: 15 words, 116 characters
Line 245: 10 words, 72 characters
Line 246: 0 words, 0 characters
Line 247: 7 words, 56 characters
Line 248: 10 words, 91 characters
Line 249: 19 words, 167 characters
Line 250: 1 words, 6 characters
Line 251: 13 words, 111 characters
Line 252: 5 words, 34 characters
Line 253: 6 words, 55 characters
Line 254: 17 words, 147 characters
Line 255: 16 words, 119 characters
Line 256: 1 words, 11 characters
Line 257: 2 words, 12 characters
Line 258: 13 words, 113 characters
Line 259: 18 words, 153 characters
Line 260: 4 words, 31 characters
Line 261: 20 words, 180 characters
Line 262: 14 words, 113 characters
Line 263: 13 words, 108 characters
Line 264: 9 words, 76 characters
Line 265: 5 words, 44 characters
Line 266: 7 words, 54 characters
Line 267: 8 words, 83 characters
Line 268: 8 words, 74 characters
Line 269: 7 words, 57 characters
Line 270: 7 words, 79 characters
Line 271: 1 words, 12 characters
Line 272: 2 words, 14 characters
Line 273: 17 words, 131 characters
Line 274: 0 words, 0 characters
Line 275: 8 words, 69 characters
Line 276: 10 words, 79 characters
Line 277: 19 words, 150 characters
Line 278: 16 words, 135 characters
Line 279: 13 words, 97 characters
Line 280: 3 words, 19 characters
Line 281: 9 words, 82 characters
Line 282: 17 words, 170 characters
