Line 1: 18 words, 160 characters
Line 2: 7 words, 44 characters
Line 3: 16 words, 140 characters
Line 4: 10 words, 86 characters
Line 5: 18 words, 152 characters
Line 6: 0 words, 0 characters
Line 7: 2 words, 17 characters
Line 8: 2 words, 16 characters
Line 9: 4 words, 30 characters
Line 10: 8 words, 65 characters
Line 11: 3 words, 25 characters
Line 12: 4 words, 24 characters
Line 13: 11 words, 97 characters
Line 14: 20 words, 159 characters
Line 15: 6 words, 40 characters
Line 16: 18 words, 128 characters
Line 17: 2 words, 16 characters
Line 18: 15 words, 114 characters
Line 19: 2 words, 13 characters
Line 20: 13 words, 111 characters
Line 21: 15 words, 134 characters
Line 22: 15 words, 144 characters
Line 23: 5 words, 40 characters
Line 24: 13 words, 111 characters
Line 25: 7 words, 36 characters
Line 26: 12 words, 112 characters
Line 27: 6 words, 57 characters
Line 28: 15 words, 121 characters
Line 29: 17 words, 151 characters
Line 30: 0 words, 0 characters
Line 31: 2 words, 24 characters
Line 32: 5 words, 42 characters
Line 33: 8 words, 57 characters
Line 34: 18 words, 152 characters
Line 35: 17 words, 155 characters
Line 36: 0 words, 0 characters
Line 37: 5 words, 45 characters
Line 38: 20 words, 161 characters
Line 39: 5 words, 41 characters
Line 40: 14 words, 133 characters
Line 41: 11 words, 104 characters
Line 42: 16 words, 143 characters
Line 43: 9 words, 75 characters
Line 44: 9 words, 84 characters
Line 45: 0 words, 0 characters
Line 46: 13 words, 115 characters
Line 47: 7 words, 61 characters
Line 48: 6 words, 50 characters
Line 49: 5 words, 41 characters
Line 50: 16 words, 135 characters
Line 51: 12 words, 117 characters
Line 52: 12 words, 95 characters
Line 53: 10 words, 81 characters
Line 54: 12 words, 96 characters
Line 55: 18 words, 166 characters
Line 56: 16 words, 125 characters
Line 57: 9 words, 76 characters
Line 58: 3 words, 20 characters
Line 59: 7 words, 69 characters
Line 60: 0 words, 0 characters
Line 61: 3 words, 22 characters
Line 62: 3 words, 20 characters
Line 63: 13 words, 95 characters
Line 64: 17 words, 128 characters
Line 65: 17 words, 138 characters
Line 66: 15 words, 132 characters
Line 67: 8 words, 64 characters
Line 68: 12 words, 91 characters
Line 69: 13 words, 106 characters
Line 70: 7 words, 55 characters
Line 71: 6 words, 51 characters
Line 72: 10 words, 66 characters
Line 73: 0 words, 0 characters
Line 74: 9 words, 79 characters
Line 75: 13 words, 96 characters
Line 76: 5 words, 39 characters
Line 77: 14 words, 152 characters
Line 78: 9 words, 66 characters
Line 79: 13 words, 103 characters
Line 80: 18 words, 157 characters
Line 81: 4 words, 42 characters
Line 82: 16 words, 127 characters
Line 83: 0 words, 0 characters
Line 84: 10 words, 97 characters
Line 85: 1 words, 8 characters
Line 86: 13 words, 92 characters
Line 87: 19 words, 152 characters
Line 88: 8 words, 70 characters
Line 89: 2 words, 11 characters
Line 90: 3 words, 21 characters
Line 91: 17 words, 134 characters
Line 92: 16 words, 138 characters
Line 93: 15 words, 132 characters
Line 94: 17 words, 143 characters
Line 95: 5 words, 48 characters
Line 96: 14 words, 98 characters
Line 97: 8 words, 57 characters
Line 98: 6 words, 46 characters
Line 99: 13 words, 89 characters
Line 100: 9 words, 77 characters
Line 101: 9 words, 74 characters
Line 102: 20 words, 181 characters
Line 103: 12 words, 96 characters
Line 104: 12 words, 90 characters
Line 105: 18 words, 132 characters
Line 106: 5 words, 36 characters
Line 107: 15 words, 122 characters
Line 108: 15 words, 121 characters
Line 109: 13 words, 109 characters
Line 110: 8 words, 73 characters
Line 111: 12 words, 106 characters
Line 112: 12 words, 115 characters
Line 113: 2 words, 18 characters
Line 114: 0 words, 0 characters
Line 115: 14 words, 119 characters
Line 116: 3 words, 26 characters
Line 117: 10 words, 88 characters
Line 118: 9 words, 79 characters
Line 119: 4 words, 26 characters
Line 120: 12 words, 112 characters
Line 121: 14 words, 121 characters
Line 122: 8 words, 65 characters
Line 123: 13 words, 92 characters
Line 124: 11 words, 97 characters
Line 125: 3 words, 18 characters
Line 126: 19 words, 156 characters
Line 127: 12 words, 112 characters
Line 128: 17 words, 126 characters
Line 129: 12 words, 96 characters
Line 130: 14 words, 102 characters
Line 131: 20 words, 147 characters
Line 132: 17 words, 142 characters
Line 133: 15 words, 131 characters
Line 134: 9 words, 81 characters
Line 135: 14 words, 101 characters
Line 136: 9 words, 86 characters
Line 137: 12 words, 111 characters
Line 138: 0 words, 0 characters
Line 139: 18 words, 177 characters
Line 140: 6 words, 41 characters
Line 141: 17 words, 144 characters
Line 142: 8 words, 59 characters
Line 143: 4 words, 19 characters
Line 144: 12 words, 93 characters
Line 145: 14 words, 103 characters
Line 146: 16 words, 128 characters
Line 147: 15 words, 110 characters
Line 148: 12 words, 83 characters
Line 149: 16 words, 116 characters
Line 150: 7 words, 64 characters
Line 151: 9 words, 65 characters
Line 152: 13 words, 95 characters
Line 153: 7 words, 69 characters
Line 154: 10 words, 97 characters
Line 155: 18 words, 156 characters
Line 156: 9 words, 79 characters
Line 157: 18 words, 148 characters
Line 158: 8 words, 51 characters
Line 159: 3 words, 27 characters
Line 160: 2 words, 14 characters
Line 161: 14 words, 123 characters
Line 162: 3 words, 33 characters
Line 163: 17 words, 146 characters
Line 164: 20 words, 159 characters
Line 165: 3 words, 14 characters
Line 166: 17 words, 155 characters
Line 167: 0 words, 0 characters
Line 168: 1 words, 9 characters
Line 169: 12 words, 115 characters
Line 170: 8 words, 68 characters
Line 171: 4 words, 42 characters
Line 172: 12 words, 88 characters
Line 173: 17 words, 126 characters
Line 174: 6 words, 55 characters
Line 175: 12 words, 98 characters
Line 176: 10 words, 81 characters
Line 177: 18 words, 158 characters
Line 178: 10 words, 89 characters
Line 179: 8 words, 70 characters
Line 180: 13 words, 117 characters
Line 181: 19 words, 163 characters
Line 182: 1 words, 8 characters
Line 183: 8 words, 58 characters
Line 184: 5 words, 42 characters
Line 185: 8 words, 66 characters
Line 186: 3 words, 29 characters
Line 187: 4 words, 43 characters
Line 188: 17 words, 156 characters
Line 189: 9 words, 71 characters
Line 190: 12 words, 117 characters
Line 191: 6 words, 42 characters
Line 192: 6 words, 66 characters
Line 193: 4 words, 42 characters
Line 194: 14 words, 119 characters
Line 195: 7 words, 62 characters
Line 196: 17 words, 141 characters
Line 197: 6 words, 53 characters
Line 198: 2 words, 20 characters
Line 199: 1 words, 4 characters
Line 200: 15 words, 137 characters
Line 201: 11 words, 91 characters
