Line 1: 13 words, 99 characters
Line 2: 8 words, 62 characters
Line 3: 19 words, 147 characters
Line 4: 9 words, 75 characters
Line 5: 12 words, 102 characters
Line 6: 1 words, 3 characters
Line 7: 6 words, 42 characters
Line 8: 0 words, 0 characters
Line 9: 10 words, 97 characters
Line 10: 16 words, 143 characters
Line 11: 18 words, 153 characters
Line 12: 1 words, 6 characters
Line 13: 3 words, 23 characters
Line 14: 13 words, 107 characters
Line 15: 5 words, 34 characters
Line 16: 8 words, 51 characters
Line 17: 5 words, 44 characters
Line 18: 9 words, 70 characters
Line 19: 2 words, 20 characters
Line 20: 19 words, 154 characters
Line 21: 0 words, 0 characters
Line 22: 19 words, 163 characters
Line 23: 10 words, 75 characters
Line 24: 11 words, 116 characters
Line 25: 0 words, 0 characters
Line 26: 19 words, 177 characters
Line 27: 19 words, 198 characters
Line 28: 6 words, 42 characters
Line 29: 14 words, 119 characters
Line 30: 15 words, 115 characters
Line 31: 12 words, 88 characters
Line 32: 10 words, 85 characters
Line 33: 9 words, 82 characters
Line 34: 5 words, 40 characters
Line 35: 12 words, 106 characters
Line 36: 0 words, 0 characters
Line 37: 5 words, 45 characters
Line 38: 2 words, 8 characters
Line 39: 16 words, 140 characters
Line 40: 7 words, 57 characters
Line 41: 12 words, 109 characters
Line 42: 0 words, 0 characters
Line 43: 4 words, 33 characters
Line 44: 4 words, 47 characters
Line 45: 16 words, 137 characters
Line 46: 20 words, 180 characters
Line 47: 13 words, 116 characters
Line 48: 8 words, 64 characters
Line 49: 12 words, 113 characters
Line 50: 16 words, 128 characters
Line 51: 5 words, 50 characters
Line 52: 1 words, 4 characters
Line 53: 5 words, 48 characters
Line 54: 13 words, 116 characters
Line 55: 20 words, 182 characters
Line 56: 7 words, 52 characters
Line 57: 18 words, 145 characters
Line 58: 5 words, 42 characters
Line 59: 15 words, 148 characters
Line 60: 18 words, 169 characters
Line 61: 16 words, 122 characters
Line 62: 7 words, 61 characters
Line 63: 0 words, 0 characters
Line 64: 8 words, 62 characters
