Line 1: 17 words, 161 characters
Line 2: 10 words, 93 characters
Line 3: 19 words, 167 characters
Line 4: 14 words, 120 characters
Line 5: 0 words, 0 characters
Line 6: 7 words, 46 characters
Line 7: 6 words, 38 characters
Line 8: 9 words, 79 characters
Line 9: 0 words, 0 characters
Line 10: 13 words, 96 characters
Line 11: 20 words, 146 characters
Line 12: 20 words, 184 characters
Line 13: 2 words, 21 characters
Line 14: 0 words, 0 characters
Line 15: 14 words, 117 characters
Line 16: 4 words, 28 characters
Line 17: 12 words, 96 characters
Line 18: 15 words, 118 characters
Line 19: 10 words, 94 characters
Line 20: 8 words, 68 characters
Line 21: 8 words, 56 characters
Line 22: 4 words, 28 characters
Line 23: 17 words, 134 characters
Line 24: 4 words, 34 characters
Line 25: 15 words, 106 characters
Line 26: 3 words, 23 characters
Line 27: 3 words, 29 characters
Line 28: 6 words, 45 characters
Line 29: 13 words, 100 characters
Line 30: 7 words, 64 characters
Line 31: 12 words, 112 characters
Line 32: 16 words, 118 characters
Line 33: 14 words, 121 characters
Line 34: 7 words, 65 characters
Line 35: 7 words, 61 characters
Line 36: 1 words, 9 characters
Line 37: 6 words, 49 characters
Line 38: 17 words, 142 characters
Line 39: 4 words, 20 characters
Line 40: 16 words, 127 characters
Line 41: 12 words, 98 characters
Line 42: 13 words, 114 characters
Line 43: 3 words, 18 characters
Line 44: 20 words, 182 characters
Line 45: 15 words, 126 characters
Line 46: 14 words, 113 characters
Line 47: 20 words, 163 characters
Line 48: 14 words, 128 characters
Line 49: 4 words, 40 characters
Line 50: 18 words, 132 characters
Line 51: 8 words, 56 characters
Line 52: 14 words, 120 characters
Line 53: 16 words, 146 characters
Line 54: 19 words, 170 characters
Line 55: 1 words, 5 characters
Line 56: 14 words, 118 characters
Line 57: 3 words, 25 characters
Line 58: 20 words, 165 characters
Line 59: 13 words, 119 characters
Line 60: 2 words, 23 characters
Line 61: 9 words, 92 characters
Line 62: 15 words, 123 characters
Line 63: 20 words, 169 characters
Line 64: 14 words, 130 characters
Line 65: 6 words, 59 characters
Line 66: 5 words, 36 characters
Line 67: 20 words, 167 characters
Line 68: 19 words, 141 characters
Line 69: 11 words, 87 characters
Line 70: 3 words, 16 characters
Line 71: 1 words, 11 characters
Line 72: 9 words, 72 characters
Line 73: 9 words, 78 characters
Line 74: 11 words, 77 characters
Line 75: 9 words, 73 characters
Line 76: 2 words, 20 characters
Line 77: 9 words, 81 characters
Line 78: 5 words, 36 characters
Line 79: 11 words, 104 characters
Line 80: 10 words, 75 characters
Line 81: 10 words, 65 characters
Line 82: 7 words, 63 characters
Line 83: 5 words, 40 characters
Line 84: 3 words, 27 characters
Line 85: 5 words, 40 characters
Line 86: 8 words, 69 characters
Line 87: 8 words, 53 characters
Line 88: 10 words, 94 characters
Line 89: 3 words, 27 characters
Line 90: 11 words, 81 characters
Line 91: 18 words, 144 characters
Line 92: 6 words, 44 characters
Line 93: 8 words, 56 characters
Line 94: 9 words, 66 characters
Line 95: 17 words, 125 characters
Line 96: 18 words, 142 characters
Line 97: 8 words, 54 characters
Line 98: 18 words, 168 characters
Line 99: 3 words, 26 characters
Line 100: 19 words, 157 characters
