Line 1: 18 words, 146 characters
Line 2: 9 words, 87 characters
Line 3: 16 words, 138 characters
Line 4: 8 words, 57 characters
Line 5: 10 words, 99 characters
Line 6: 16 words, 148 characters
Line 7: 11 words, 83 characters
Line 8: 10 words, 79 characters
Line 9: 12 words, 108 characters
Line 10: 8 words, 77 characters
Line 11: 17 words, 172 characters
Line 12: 10 words, 93 characters
Line 13: 18 words, 138 characters
Line 14: 14 words, 129 characters
Line 15: 16 words, 133 characters
Line 16: 2 words, 16 characters
Line 17: 19 words, 142 characters
Line 18: 11 words, 78 characters
Line 19: 3 words, 22 characters
Line 20: 11 words, 106 characters
Line 21: 7 words, 71 characters
Line 22: 18 words, 158 characters
Line 23: 19 words, 148 characters
Line 24: 0 words, 0 characters
Line 25: 2 words, 14 characters
Line 26: 0 words, 0 characters
Line 27: 6 words, 47 characters
Line 28: 12 words, 115 characters
Line 29: 17 words, 155 characters
Line 30: 18 words, 140 characters
Line 31: 18 words, 147 characters
Line 32: 3 words, 22 characters
Line 33: 11 words, 102 characters
Line 34: 7 words, 69 characters
Line 35: 0 words, 0 characters
Line 36: 10 words, 87 characters
Line 37: 14 words, 117 characters
Line 38: 1 words, 12 characters
Line 39: 18 words, 155 characters
Line 40: 1 words, 7 characters
Line 41: 15 words, 123 characters
Line 42: 20 words, 151 characters
Line 43: 0 words, 0 characters
Line 44: 3 words, 32 characters
Line 45: 1 words, 9 characters
Line 46: 11 words, 100 characters
Line 47: 16 words, 152 characters
Line 48: 20 words, 197 characters
Line 49: 9 words, 74 characters
Line 50: 1 words, 3 characters
Line 51: 14 words, 133 characters
Line 52: 6 words, 41 characters
Line 53: 18 words, 131 characters
Line 54: 1 words, 11 characters
Line 55: 20 words, 171 characters
Line 56: 18 words, 137 characters
Line 57: 10 words, 101 characters
Line 58: 8 words, 76 characters
Line 59: 20 words, 170 characters
Line 60: 18 words, 164 characters
Line 61: 6 words, 43 characters
Line 62: 11 words, 113 characters
Line 63: 8 words, 58 characters
Line 64: 0 words, 0 characters
Line 65: 0 words, 0 characters
Line 66: 6 words, 44 characters
Line 67: 11 words, 93 characters
Line 68: 13 words, 94 characters
Line 69: 13 words, 109 characters
Line 70: 7 words, 60 characters
Line 71: 5 words, 31 characters
Line 72: 3 words, 28 characters
Line 73: 16 words, 125 characters
Line 74: 1 words, 7 characters
Line 75: 13 words, 113 characters
Line 76: 18 words, 154 characters
Line 77: 1 words, 10 characters
Line 78: 19 words, 145 characters
Line 79: 17 words, 142 characters
Line 80: 3 words, 28 characters
Line 81: 15 words, 117 characters
Line 82: 7 words, 58 characters
Line 83: 11 words, 105 characters
Line 84: 8 words, 69 characters
Line 85: 14 words, 119 characters
Line 86: 16 words, 139 characters
Line 87: 2 words, 9 characters
Line 88: 9 words, 71 characters
Line 89: 4 words, 31 characters
Line 90: 6 words, 54 characters
Line 91: 8 words, 65 characters
Line 92: 19 words, 153 characters
Line 93: 2 words, 24 characters
Line 94: 1 words, 7 characters
Line 95: 2 words, 19 characters
Line 96: 7 words, 60 characters
Line 97: 1 words, 6 characters
Line 98: 1 words, 3 characters
Line 99: 18 words, 163 characters
Line 100: 5 words, 53 characters
Line 101: 0 words, 0 characters
Line 102: 18 words, 130 characters
Line 103: 14 words, 117 characters
Line 104: 7 words, 66 characters
Line 105: 15 words, 128 characters
Line 106: 19 words, 181 characters
Line 107: 16 words, 137 characters
Line 108: 3 words, 26 characters
Line 109: 13 words, 108 characters
Line 110: 0 words, 0 characters
Line 111: 6 words, 49 characters
Line 112: 1 words, 6 characters
Line 113: 1 words, 5 characters
Line 114: 7 words, 52 characters
Line 115: 9 words, 77 characters
Line 116: 13 words, 107 characters
Line 117: 6 words, 59 characters
Line 118: 15 words, 126 characters
Line 119: 13 words, 111 characters
Line 120: 3 words, 25 characters
Line 121: 9 words, 70 characters
Total: 121 lines, 1165 words, 9895 characters
