Line 1: 8 words, 69 characters
Line 2: 16 words, 130 characters
Line 3: 1 words, 10 characters
Line 4: 16 words, 144 characters
Line 5: 5 words, 40 characters
Line 6: 0 words, 0 characters
Line 7: 15 words, 124 characters
Line 8: 7 words, 59 characters
Line 9: 20 words, 173 characters
Line 10: 15 words, 108 characters
Line 11: 14 words, 115 characters
Line 12: 13 words, 120 characters
Line 13: 4 words, 37 characters
Line 14: 6 words, 63 characters
Line 15: 3 words, 23 characters
Line 16: 2 words, 15 characters
Line 17: 11 words, 100 characters
Line 18: 20 words, 166 characters
Line 19: 2 words, 10 characters
Line 20: 10 words, 93 characters
Line 21: 6 words, 55 characters
Line 22: 14 words, 112 characters
Line 23: 20 words, 151 characters
Line 24: 0 words, 0 characters
Line 25: 13 words, 98 characters
Line 26: 7 words, 56 characters
Line 27: 4 words, 31 characters
Line 28: 9 words, 60 characters
Line 29: 10 words, 67 characters
Line 30: 15 words, 145 characters
Line 31: 17 words, 139 characters
Line 32: 5 words, 46 characters
Line 33: 4 words, 31 characters
Line 34: 15 words, 125 characters
Line 35: 4 words, 31 characters
Line 36: 20 words, 143 characters
Line 37: 12 words, 105 characters
Line 38: 8 words, 67 characters
Line 39: 1 words, 4 characters
Line 40: 19 words, 167 characters
Line 41: 2 words, 8 characters
Line 42: 5 words, 50 characters
Line 43: 17 words, 133 characters
Line 44: 5 words, 34 characters
Line 45: 17 words, 158 characters
Line 46: 8 words, 64 characters
Line 47: 0 words, 0 characters
Line 48: 17 words, 136 characters
Line 49: 16 words, 135 characters
Line 50: 13 words, 109 characters
Line 51: 8 words, 72 characters
Line 52: 15 words, 127 characters
Line 53: 16 words, 136 characters
Line 54: 17 words, 120 characters
Line 55: 17 words, 149 characters
Line 56: 6 words, 40 characters
Line 57: 17 words, 138 characters
Line 58: 13 words, 119 characters
Line 59: 5 words, 44 characters
Line 60: 0 words, 0 characters
Line 61: 10 words, 91 characters
Line 62: 17 words, 151 characters
Line 63: 11 words, 98 characters
Line 64: 10 words, 94 characters
Line 65: 14 words, 108 characters
Line 66: 12 words, 113 characters
Line 67: 13 words, 119 characters
Line 68: 18 words, 155 characters
Line 69: 5 words, 46 characters
Line 70: 11 words, 102 characters
Line 71: 14 words, 136 characters
Line 72: 20 words, 167 characters
Line 73: 12 words, 81 characters
Line 74: 12 words, 117 characters
Line 75: 11 words, 91 characters
Line 76: 11 words, 99 characters
Line 77: 1 words, 12 characters
Line 78: 0 words, 0 characters
Line 79: 8 words, 59 characters
Line 80: 6 words, 58 characters
Line 81: 10 words, 84 characters
Line 82: 20 words, 181 characters
Line 83: 18 words, 145 characters
Line 84: 4 words, 30 characters
Line 85: 20 words, 182 characters
Line 86: 13 words, 125 characters
Line 87: 3 words, 23 characters
Line 88: 10 words, 81 characters
Line 89: 14 words, 139 characters
Line 90: 8 words, 79 characters
Line 91: 2 words, 15 characters
Line 92: 6 words, 52 characters
Line 93: 14 words, 110 characters
Line 94: 15 words, 119 characters
Line 95: 8 words, 59 characters
Line 96: 11 words, 97 characters
Line 97: 18 words, 152 characters
Line 98: 8 words, 73 characters
Line 99: 17 words, 133 characters
Line 100: 4 words, 37 characters
Line 101: 15 words, 141 characters
Line 102: 18 words, 138 characters
Line 103: 9 words, 52 characters
Line 104: 18 words, 166 characters
Line 105: 17 words, 160 characters
Line 106: 18 words, 150 characters
Line 107: 12 words, 113 characters
Line 108: 1 words, 11 characters
Line 109: 11 words, 80 characters
Line 110: 11 words, 91 characters
Line 111: 8 words, 78 characters
Line 112: 20 words, 186 characters
Line 113: 14 words, 133 characters
Line 114: 15 words, 141 characters
Line 115: 16 words, 150 characters
Line 116: 12 words, 108 characters
Line 117: 7 words, 59 characters
Line 118: 3 words, 22 characters
Line 119: 19 words, 139 characters
Line 120: 19 words, 145 characters
Line 121: 8 words, 60 characters
Line 122: 7 words, 70 characters
Line 123: 9 words, 79 characters
Line 124: 8 words, 82 characters
Line 125: 20 words, 193 characters
Line 126: 1 words, 12 characters
Line 127: 15 words, 139 characters
Line 128: 13 words, 131 characters
Line 129: 11 words, 88 characters
Line 130: 9 words, 81 characters
Line 131: 5 words, 37 characters
Line 132: 14 words, 116 characters
Line 133: 9 words, 67 characters
Line 134: 3 words, 29 characters
Line 135: 16 words, 135 characters
Line 136: 6 words, 47 characters
Line 137: 3 words, 25 characters
Line 138: 5 words, 35 characters
Line 139: 2 words, 17 characters
Line 140: 3 words, 35 characters
Line 141: 19 words, 144 characters
Line 142: 10 words, 81 characters
Line 143: 18 words, 145 characters
Line 144: 11 words, 85 characters
Line 145: 0 words, 0 characters
Line 146: 17 words, 139 characters
Line 147: 15 words, 123 characters
Line 148: 12 words, 93 characters
Line 149: 18 words, 163 characters
Line 150: 20 words, 167 characters
Line 151: 4 words, 33 characters
Line 152: 10 words, 71 characters
Line 153: 13 words, 120 characters
Line 154: 14 words, 121 characters
Line 155: 18 words, 169 characters
Line 156: 14 words, 112 characters
Line 157: 17 words, 153 characters
Line 158: 17 words, 146 characters
Line 159: 8 words, 70 characters
Line 160: 15 words, 127 characters
Line 161: 3 words, 24 characters
Line 162: 15 words, 110 characters
Line 163: 0 words, 0 characters
Line 164: 18 words, 170 characters
Line 165: 10 words, 90 characters
Line 166: 17 words, 131 characters
Line 167: 6 words, 58 characters
Line 168: 0 words, 0 characters
Line 169: 3 words, 26 characters
Line 170: 14 words, 133 characters
Line 171: 13 words, 102 characters
Line 172: 13 words, 95 characters
Line 173: 0 words, 0 characters
Line 174: 20 words, 167 characters
Line 175: 1 words, 9 characters
Line 176: 7 words, 56 characters
Line 177: 13 words, 98 characters
Line 178: 19 words, 150 characters
Line 179: 4 words, 30 characters
Line 180: 3 words, 28 characters
Line 181: 13 words, 104 characters
Line 182: 2 words, 17 characters
Line 183: 16 words, 135 characters
Line 184: 10 words, 74 characters
Line 185: 10 words, 79 characters
Line 186: 16 words, 129 characters
Line 187: 0 words, 0 characters
Line 188: 20 words, 165 characters
Line 189: 18 words, 169 characters
Line 190: 4 words, 32 characters
Line 191: 11 words, 82 characters
Line 192: 4 words, 30 characters
Line 193: 12 words, 87 characters
Line 194: 0 words, 0 characters
Line 195: 6 words, 43 characters
Line 196: 15 words, 114 characters
Line 197: 19 words, 141 characters
Line 198: 11 words, 93 characters
Line 199: 6 words, 36 characters
Line 200: 19 words, 152 characters
Line 201: 11 words, 91 characters
Line 202: 14 words, 112 characters
Line 203: 15 words, 124 characters
Line 204: 9 words, 82 characters
Line 205: 2 words, 19 characters
Line 206: 13 words, 106 characters
Line 207: 19 words, 164 characters
Line 208: 16 words, 129 characters
Line 209: 15 words, 134 characters
Line 210: 2 words, 22 characters
Line 211: 10 words, 83 characters
Line 212: 11 words, 103 characters
Line 213: 4 words, 32 characters
Line 214: 16 words, 137 characters
Line 215: 6 words, 44 characters
Line 216: 10 words, 97 characters
Line 217: 20 words, 201 characters
Line 218: 7 words, 50 characters
Line 219: 16 words, 161 characters
Line 220: 14 words, 127 characters
Line 221: 14 words, 131 characters
Line 222: 16 words, 139 characters
Line 223: 20 words, 169 characters
Line 224: 3 words, 20 characters
Line 225: 6 words, 55 characters
Line 226: 19 words, 161 characters
Line 227: 2 words, 15 characters
Line 228: 1 words, 8 characters
Line 229: 9 words, 80 characters
Line 230: 16 words, 140 characters
Line 231: 9 words, 71 characters
Line 232: 16 words, 136 characters
Line 233: 19 words, 163 characters
Line 234: 11 words, 80 characters
Line 235: 3 words, 31 characters
Line 236: 16 words, 128 characters
Line 237: 1 words, 11 characters
Line 238: 6 words, 46 characters
Line 239: 5 words, 40 characters
