Line 1: 18 words, 163 characters
Line 2: 4 words, 23 characters
Line 3: 18 words, 180 characters
Line 4: 14 words, 128 characters
Line 5: 8 words, 66 characters
Line 6: 5 words, 33 characters
Line 7: 18 words, 170 characters
Line 8: 11 words, 90 characters
Line 9: 7 words, 66 characters
Line 10: 10 words, 76 characters
Line 11: 11 words, 95 characters
Line 12: 6 words, 57 characters
Line 13: 17 words, 149 characters
Line 14: 5 words, 46 characters
Line 15: 7 words, 58 characters
Line 16: 13 words, 105 characters
Line 17: 12 words, 97 characters
Line 18: 4 words, 29 characters
Line 19: 18 words, 162 characters
Line 20: 16 words, 139 characters
Line 21: 10 words, 80 characters
Line 22: 2 words, 24 characters
Line 23: 0 words, 0 characters
Line 24: 17 words, 151 characters
Line 25: 18 words, 124 characters
Line 26: 17 words, 154 characters
Line 27: 12 words, 90 characters
Line 28: 12 words, 98 characters
Line 29: 20 words, 156 characters
Line 30: 9 words, 79 characters
Line 31: 20 words, 175 characters
Line 32: 20 words, 160 characters
Line 33: 5 words, 44 characters
Line 34: 15 words, 112 characters
Line 35: 7 words, 60 characters
Line 36: 2 words, 18 characters
Line 37: 5 words, 45 characters
Line 38: 15 words, 132 characters
Line 39: 17 words, 142 characters
Line 40: 14 words, 118 characters
Line 41: 11 words, 104 characters
Line 42: 7 words, 54 characters
Line 43: 18 words, 157 characters
Line 44: 17 words, 144 characters
Line 45: 12 words, 100 characters
Line 46: 4 words, 32 characters
Line 47: 8 words, 73 characters
Line 48: 8 words, 57 characters
Line 49: 5 words, 48 characters
Line 50: 0 words, 0 characters
Line 51: 5 words, 44 characters
Line 52: 2 words, 14 characters
Line 53: 10 words, 71 characters
Line 54: 1 words, 3 characters
Line 55: 20 words, 179 characters
Line 56: 12 words, 102 characters
Line 57: 20 words, 188 characters
Line 58: 17 words, 132 characters
Line 59: 5 words, 51 characters
Line 60: 7 words, 66 characters
Line 61: 2 words, 24 characters
Line 62: 13 words, 107 characters
Line 63: 4 words, 31 characters
Line 64: 6 words, 45 characters
Line 65: 4 words, 40 characters
Line 66: 10 words, 88 characters
Line 67: 4 words, 35 characters
Line 68: 17 words, 140 characters
Line 69: 4 words, 29 characters
Line 70: 2 words, 16 characters
Line 71: 17 words, 138 characters
Line 72: 7 words, 61 characters
Line 73: 11 words, 104 characters
Line 74: 13 words, 113 characters
Line 75: 10 words, 92 characters
Line 76: 17 words, 164 characters
Line 77: 15 words, 108 characters
Line 78: 15 words, 128 characters
Line 79: 14 words, 111 characters
Line 80: 5 words, 48 characters
Line 81: 14 words, 124 characters
Line 82: 14 words, 113 characters
Line 83: 10 words, 84 characters
Line 84: 7 words, 69 characters
Line 85: 7 words, 48 characters
Line 86: 15 words, 129 characters
Line 87: 18 words, 142 characters
Line 88: 5 words, 41 characters
Line 89: 15 words, 134 characters
Line 90: 6 words, 53 characters
Line 91: 14 words, 117 characters
Line 92: 2 words, 14 characters
Line 93: 0 words, 0 characters
Line 94: 13 words, 104 characters
Line 95: 3 words, 30 characters
Line 96: 2 words, 21 characters
Line 97: 10 words, 75 characters
Line 98: 8 words, 72 characters
Line 99: 9 words, 68 characters
Line 100: 7 words, 51 characters
Line 101: 3 words, 24 characters
Line 102: 18 words, 153 characters
Line 103: 19 words, 166 characters
Line 104: 7 words, 57 characters
Line 105: 9 words, 76 characters
Line 106: 9 words, 85 characters
Line 107: 9 words, 73 characters
Line 108: 8 words, 69 characters
Line 109: 11 words, 80 characters
Line 110: 19 words, 171 characters
Line 111: 6 words, 47 characters
Line 112: 20 words, 164 characters
Line 113: 14 words, 115 characters
Line 114: 8 words, 75 characters
Line 115: 20 words, 166 characters
Line 116: 20 words, 178 characters
Line 117: 1 words, 8 characters
Line 118: 3 words, 28 characters
Line 119: 1 words, 12 characters
Line 120: 0 words, 0 characters
Line 121: 2 words, 20 characters
Line 122: 9 words, 90 characters
Line 123: 2 words, 17 characters
Line 124: 0 words, 0 characters
Line 125: 10 words, 82 characters
Line 126: 1 words, 7 characters
Line 127: 17 words, 123 characters
Line 128: 20 words, 184 characters
Line 129: 8 words, 69 characters
Line 130: 18 words, 143 characters
Line 131: 2 words, 13 characters
Line 132: 6 words, 47 characters
Line 133: 17 words, 141 characters
Line 134: 16 words, 152 characters
Line 135: 20 words, 174 characters
Line 136: 3 words, 22 characters
Line 137: 7 words, 73 characters
Line 138: 4 words, 42 characters
Line 139: 20 words, 162 characters
Line 140: 18 words, 155 characters
Line 141: 10 words, 89 characters
Line 142: 12 words, 98 characters
Line 143: 19 words, 153 characters
Line 144: 15 words, 123 characters
Line 145: 17 words, 137 characters
