Line 1: 9 words, 81 characters
Line 2: 19 words, 163 characters
Line 3: 13 words, 119 characters
Line 4: 0 words, 0 characters
Line 5: 4 words, 39 characters
Line 6: 2 words, 14 characters
Line 7: 8 words, 64 characters
Line 8: 17 words, 146 characters
Line 9: 2 words, 10 characters
Line 10: 17 words, 121 characters
Line 11: 13 words, 91 characters
Line 12: 15 words, 147 characters
Line 13: 16 words, 157 characters
Line 14: 1 words, 5 characters
Line 15: 8 words, 62 characters
Line 16: 11 words, 112 characters
Line 17: 11 words, 89 characters
Line 18: 3 words, 22 characters
Line 19: 8 words, 72 characters
Line 20: 7 words, 63 characters
Line 21: 16 words, 111 characters
Line 22: 4 words, 27 characters
Line 23: 20 words, 150 characters
Line 24: 16 words, 131 characters
Line 25: 3 words, 18 characters
Line 26: 3 words, 22 characters
Line 27: 0 words, 0 characters
Line 28: 19 words, 153 characters
Line 29: 18 words, 146 characters
Line 30: 11 words, 103 characters
Line 31: 16 words, 124 characters
Line 32: 18 words, 172 characters
Line 33: 20 words, 178 characters
Line 34: 17 words, 172 characters
Line 35: 8 words, 46 characters
Line 36: 15 words, 138 characters
Line 37: 13 words, 106 characters
Line 38: 13 words, 113 characters
Line 39: 15 words, 116 characters
Line 40: 16 words, 134 characters
Line 41: 9 words, 84 characters
Line 42: 0 words, 0 characters
Line 43: 20 words, 164 characters
Line 44: 3 words, 27 characters
Line 45: 9 words, 84 characters
Line 46: 11 words, 76 characters
Line 47: 1 words, 9 characters
Line 48: 14 words, 118 characters
Line 49: 15 words, 134 characters
Line 50: 20 words, 190 characters
Line 51: 7 words, 50 characters
Line 52: 12 words, 101 characters
Line 53: 7 words, 46 characters
Line 54: 16 words, 120 characters
Line 55: 15 words, 129 characters
Line 56: 7 words, 46 characters
Line 57: 13 words, 91 characters
Line 58: 19 words, 150 characters
Line 59: 10 words, 72 characters
Line 60: 8 words, 65 characters
Line 61: 1 words, 4 characters
Line 62: 17 words, 156 characters
Line 63: 15 words, 127 characters
Line 64: 17 words, 141 characters
Line 65: 6 words, 38 characters
Line 66: 11 words, 98 characters
Line 67: 5 words, 50 characters
Line 68: 15 words, 145 characters
Line 69: 19 words, 151 characters
Line 70: 15 words, 134 characters
Line 71: 0 words, 0 characters
Line 72: 12 words, 97 characters
Line 73: 1 words, 11 characters
Line 74: 0 words, 0 characters
Line 75: 16 words, 126 characters
Line 76: 9 words, 77 characters
Line 77: 20 words, 198 characters
Line 78: 0 words, 0 characters
Line 79: 17 words, 139 characters
Line 80: 17 words, 140 characters
Line 81: 20 words, 155 characters
Line 82: 13 words, 121 characters
Line 83: 20 words, 172 characters
Line 84: 11 words, 98 characters
Line 85: 1 words, 6 characters
Line 86: 14 words, 105 characters
