Line 1: 10 words, 88 characters
Line 2: 16 words, 129 characters
Line 3: 7 words, 66 characters
Line 4: 20 words, 181 characters
Line 5: 18 words, 141 characters
Line 6: 15 words, 127 characters
Line 7: 11 words, 75 characters
Line 8: 7 words, 74 characters
Line 9: 8 words, 57 characters
Line 10: 7 words, 65 characters
Line 11: 17 words, 147 characters
Line 12: 5 words, 51 characters
Line 13: 5 words, 38 characters
Line 14: 17 words, 155 characters
Line 15: 13 words, 128 characters
Line 16: 10 words, 67 characters
Line 17: 14 words, 126 characters
Line 18: 6 words, 59 characters
Line 19: 12 words, 123 characters
Line 20: 1 words, 9 characters
Line 21: 18 words, 151 characters
Line 22: 20 words, 190 characters
Line 23: 13 words, 95 characters
Line 24: 18 words, 147 characters
Line 25: 12 words, 110 characters
Line 26: 10 words, 89 characters
Line 27: 7 words, 52 characters
Line 28: 4 words, 36 characters
Line 29: 6 words, 43 characters
Line 30: 14 words, 118 characters
Line 31: 14 words, 113 characters
Line 32: 15 words, 139 characters
Line 33: 15 words, 135 characters
Line 34: 5 words, 36 characters
Line 35: 2 words, 18 characters
Line 36: 5 words, 45 characters
Line 37: 16 words, 148 characters
Line 38: 9 words, 69 characters
Line 39: 8 words, 62 characters
Line 40: 10 words, 91 characters
Line 41: 10 words, 72 characters
Line 42: 0 words, 0 characters
Line 43: 0 words, 0 characters
Line 44: 17 words, 122 characters
Line 45: 6 words, 58 characters
Line 46: 12 words, 116 characters
Line 47: 9 words, 92 characters
Line 48: 5 words, 39 characters
Line 49: 2 words, 17 characters
Line 50: 12 words, 80 characters
Line 51: 0 words, 0 characters
Line 52: 5 words, 38 characters
Line 53: 1 words, 12 characters
Line 54: 18 words, 173 characters
Line 55: 17 words, 152 characters
Line 56: 13 words, 115 characters
Line 57: 11 words, 92 characters
Line 58: 19 words, 148 characters
Line 59: 2 words, 12 characters
Line 60: 3 words, 18 characters
Line 61: 7 words, 51 characters
Line 62: 0 words, 0 characters
Line 63: 14 words, 122 characters
Line 64: 18 words, 166 characters
Line 65: 1 words, 9 characters
Line 66: 3 words, 29 characters
Line 67: 13 words, 99 characters
Line 68: 18 words, 159 characters
Line 69: 16 words, 160 characters
Line 70: 6 words, 52 characters
Line 71: 8 words, 72 characters
Line 72: 20 words, 168 characters
Line 73: 0 words, 0 characters
Line 74: 15 words, 118 characters
Line 75: 4 words, 27 characters
Line 76: 3 words, 28 characters
Line 77: 0 words, 0 characters
Line 78: 14 words, 116 characters
Line 79: 19 words, 163 characters
Line 80: 10 words, 92 characters
Line 81: 3 words, 26 characters
Line 82: 13 words, 112 characters
Line 83: 6 words, 57 characters
Line 84: 8 words, 67 characters
Line 85: 8 words, 67 characters
Line 86: 11 words, 86 characters
Line 87: 20 words, 178 characters
Line 88: 15 words, 138 characters
Line 89: 7 words, 60 characters
Line 90: 8 words, 53 characters
Line 91: 3 words, 27 characters
Line 92: 16 words, 122 characters
Line 93: 15 words, 132 characters
Line 94: 4 words, 30 characters
Line 95: 7 words, 58 characters
Line 96: 7 words, 66 characters
Line 97: 14 words, 120 characters
Line 98: 15 words, 122 characters
Line 99: 0 words, 0 characters
Line 100: 10 words, 84 characters
Line 101: 14 words, 118 characters
Line 102: 18 words, 146 characters
Line 103: 5 words, 34 characters
Line 104: 10 words, 85 characters
Line 105: 6 words, 47 characters
Line 106: 7 words, 68 characters
Line 107: 11 words, 110 characters
Line 108: 19 words, 142 characters
Line 109: 7 words, 60 characters
Line 110: 4 words, 35 characters
Line 111: 8 words, 59 characters
Line 112: 18 words, 149 characters
Line 113: 2 words, 17 characters
Line 114: 9 words, 86 characters
Line 115: 16 words, 138 characters
Total: 115 lines, 1135 words, 9679 characters
