Line 1: 20 words, 151 characters
Line 2: 14 words, 121 characters
Line 3: 14 words, 130 characters
Line 4: 3 words, 22 characters
Line 5: 0 words, 0 characters
Line 6: 2 words, 10 characters
Line 7: 10 words, 87 characters
Line 8: 8 words, 75 characters
Line 9: 12 words, 92 characters
Line 10: 5 words, 48 characters
Line 11: 12 words, 99 characters
Line 12: 17 words, 127 characters
Line 13: 4 words, 33 characters
Line 14: 1 words, 5 characters
Line 15: 10 words, 100 characters
Line 16: 1 words, 4 characters
Line 17: 19 words, 166 characters
Line 18: 0 words, 0 characters
Line 19: 6 words, 52 characters
Line 20: 11 words, 83 characters
Line 21: 16 words, 131 characters
Line 22: 1 words, 12 characters
Line 23: 16 words, 137 characters
Line 24: 0 words, 0 characters
Line 25: 14 words, 124 characters
Line 26: 20 words, 175 characters
Line 27: 0 words, 0 characters
Line 28: 0 words, 0 characters
Line 29: 13 words, 117 characters
Line 30: 20 words, 172 characters
Line 31: 20 words, 190 characters
Line 32: 10 words, 99 characters
Line 33: 14 words, 127 characters
Line 34: 7 words, 66 characters
Line 35: 19 words, 169 characters
Line 36: 6 words, 50 characters
Line 37: 6 words, 42 characters
Line 38: 14 words, 112 characters
Line 39: 2 words, 19 characters
Line 40: 0 words, 0 characters
Line 41: 9 words, 91 characters
Line 42: 9 words, 71 characters
Line 43: 0 words, 0 characters
Line 44: 0 words, 0 characters
Line 45: 15 words, 140 characters
Line 46: 19 words, 154 characters
Line 47: 3 words, 28 characters
Line 48: 3 words, 18 characters
Line 49: 11 words, 89 characters
Line 50: 8 words, 70 characters
Line 51: 9 words, 75 characters
Line 52: 7 words, 68 characters
Line 53: 5 words, 42 characters
Line 54: 20 words, 164 characters
Line 55: 10 words, 87 characters
Line 56: 13 words, 127 characters
Line 57: 7 words, 60 characters
Line 58: 18 words, 129 characters
Line 59: 16 words, 128 characters
Line 60: 13 words, 103 characters
Line 61: 17 words, 155 characters
Line 62: 18 words, 135 characters
Line 63: 19 words, 158 characters
Line 64: 2 words, 23 characters
Line 65: 8 words, 50 characters
Line 66: 10 words, 88 characters
Line 67: 16 words, 149 characters
Line 68: 16 words, 142 characters
Line 69: 8 words, 63 characters
Line 70: 4 words, 34 characters
Line 71: 19 words, 158 characters
Line 72: 16 words, 126 characters
Line 73: 3 words, 18 characters
Line 74: 15 words, 105 characters
Line 75: 1 words, 3 characters
Line 76: 15 words, 103 characters
Line 77: 12 words, 88 characters
Line 78: 10 words, 86 characters
Line 79: 6 words, 53 characters
Line 80: 3 words, 19 characters
