Line 1: 16 words, 128 characters
Line 2: 1 words, 3 characters
Line 3: 6 words, 43 characters
Line 4: 2 words, 9 characters
Line 5: 0 words, 0 characters
Line 6: 8 words, 68 characters
Line 7: 1 words, 4 characters
Line 8: 0 words, 0 characters
Line 9: 8 words, 78 characters
Line 10: 7 words, 51 characters
Line 11: 18 words, 143 characters
Line 12: 20 words, 171 characters
Line 13: 12 words, 102 characters
Line 14: 8 words, 71 characters
Line 15: 2 words, 14 characters
Line 16: 11 words, 87 characters
Line 17: 14 words, 109 characters
Line 18: 15 words, 142 characters
Line 19: 9 words, 61 characters
Line 20: 8 words, 78 characters
Line 21: 19 words, 147 characters
Line 22: 5 words, 49 characters
Line 23: 4 words, 41 characters
Line 24: 11 words, 91 characters
Line 25: 5 words, 33 characters
Line 26: 3 words, 35 characters
Line 27: 11 words, 97 characters
Line 28: 10 words, 93 characters
Line 29: 17 words, 116 characters
Line 30: 9 words, 75 characters
Line 31: 15 words, 117 characters
Line 32: 0 words, 0 characters
Line 33: 4 words, 33 characters
Line 34: 6 words, 55 characters
Line 35: 17 words, 159 characters
Line 36: 1 words, 9 characters
Line 37: 10 words, 75 characters
Line 38: 15 words, 143 characters
Line 39: 2 words, 14 characters
Line 40: 9 words, 78 characters
Line 41: 8 words, 63 characters
Line 42: 4 words, 32 characters
Line 43: 11 words, 92 characters
Line 44: 1 words, 7 characters
Line 45: 6 words, 61 characters
Line 46: 11 words, 79 characters
Line 47: 7 words, 57 characters
Line 48: 6 words, 47 characters
Line 49: 0 words, 0 characters
Line 50: 11 words, 89 characters
Line 51: 18 words, 133 characters
Line 52: 13 words, 108 characters
Line 53: 3 words, 24 characters
Line 54: 12 words, 116 characters
Line 55: 5 words, 38 characters
Line 56: 19 words, 142 characters
Line 57: 20 words, 187 characters
Line 58: 15 words, 119 characters
Line 59: 9 words, 78 characters
Line 60: 12 words, 95 characters
Line 61: 6 words, 53 characters
Line 62: 0 words, 0 characters
Line 63: 20 words, 173 characters
Line 64: 4 words, 32 characters
Line 65: 15 words, 123 characters
Line 66: 16 words, 121 characters
Line 67: 20 words, 169 characters
Line 68: 19 words, 165 characters
Line 69: 19 words, 139 characters
Line 70: 18 words, 158 characters
Line 71: 12 words, 113 characters
Line 72: 1 words, 7 characters
Line 73: 13 words, 101 characters
