Line 1: 6 words, 43 characters
Line 2: 15 words, 144 characters
Line 3: 8 words, 82 characters
Line 4: 12 words, 112 characters
Line 5: 11 words, 92 characters
Line 6: 13 words, 91 characters
Line 7: 15 words, 100 characters
Line 8: 9 words, 78 characters
Line 9: 7 words, 67 characters
Line 10: 0 words, 0 characters
Line 11: 7 words, 60 characters
Line 12: 10 words, 95 characters
Line 13: 12 words, 129 characters
Line 14: 11 words, 96 characters
Line 15: 5 words, 52 characters
Line 16: 4 words, 29 characters
Line 17: 4 words, 32 characters
Line 18: 20 words, 156 characters
Line 19: 19 words, 145 characters
Line 20: 8 words, 70 characters
Line 21: 20 words, 157 characters
Line 22: 10 words, 81 characters
Line 23: 11 words, 89 characters
Line 24: 13 words, 93 characters
Line 25: 0 words, 0 characters
Line 26: 12 words, 109 characters
Line 27: 10 words, 71 characters
Line 28: 12 words, 103 characters
Line 29: 16 words, 138 characters
Line 30: 19 words, 151 characters
Line 31: 6 words, 50 characters
Line 32: 7 words, 65 characters
Line 33: 11 words, 98 characters
Line 34: 20 words, 161 characters
Line 35: 12 words, 120 characters
Line 36: 11 words, 96 characters
Line 37: 13 words, 121 characters
Line 38: 20 words, 176 characters
Line 39: 2 words, 23 characters
Line 40: 7 words, 58 characters
Line 41: 16 words, 140 characters
Line 42: 12 words, 105 characters
Line 43: 16 words, 137 characters
Line 44: 15 words, 133 characters
Line 45: 8 words, 75 characters
Line 46: 10 words, 78 characters
Line 47: 6 words, 47 characters
Line 48: 7 words, 54 characters
Line 49: 16 words, 119 characters
Line 50: 13 words, 108 characters
Line 51: 2 words, 24 characters
Line 52: 17 words, 152 characters
Line 53: 12 words, 108 characters
Line 54: 10 words, 79 characters
Line 55: 5 words, 54 characters
Line 56: 5 words, 46 characters
Line 57: 7 words, 67 characters
Line 58: 16 words, 129 characters
Line 59: 18 words, 148 characters
Line 60: 0 words, 0 characters
Line 61: 17 words, 153 characters
Line 62: 14 words, 112 characters
Line 63: 9 words, 77 characters
Line 64: 11 words, 115 characters
Line 65: 17 words, 132 characters
Line 66: 7 words, 63 characters
Line 67: 6 words, 50 characters
Line 68: 0 words, 0 characters
Line 69: 0 words, 0 characters
Line 70: 12 words, 117 characters
Line 71: 10 words, 85 characters
Line 72: 13 words, 90 characters
Line 73: 11 words, 111 characters
Line 74: 13 words, 128 characters
Line 75: 16 words, 126 characters
Line 76: 5 words, 41 characters
Line 77: 4 words, 28 characters
Line 78: 4 words, 34 characters
Line 79: 15 words, 123 characters
Line 80: 12 words, 97 characters
Line 81: 20 words, 170 characters
Line 82: 16 words, 100 characters
Line 83: 20 words, 171 characters
Line 84: 15 words, 120 characters
Line 85: 15 words, 148 characters
Line 86: 12 words, 95 characters
Line 87: 1 words, 4 characters
Line 88: 6 words, 53 characters
Line 89: 12 words, 109 characters
Line 90: 9 words, 82 characters
Line 91: 0 words, 0 characters
Line 92: 7 words, 48 characters
Line 93: 13 words, 119 characters
Line 94: 19 words, 181 characters
Line 95: 5 words, 40 characters
Line 96: 13 words, 108 characters
Line 97: 19 words, 159 characters
Line 98: 14 words, 114 characters
Line 99: 16 words, 138 characters
Line 100: 2 words, 21 characters
Line 101: 2 words, 16 characters
Line 102: 5 words, 42 characters
Line 103: 11 words, 96 characters
Line 104: 13 words, 98 characters
Line 105: 1 words, 8 characters
Line 106: 12 words, 80 characters
Line 107: 12 words, 104 characters
Line 108: 4 words, 33 characters
Line 109: 2 words, 25 characters
Line 110: 1 words, 3 characters
Line 111: 20 words, 168 characters
Line 112: 11 words, 94 characters
Line 113: 1 words, 11 characters
Line 114: 14 words, 120 characters
Line 115: 3 words, 26 characters
Line 116: 3 words, 27 characters
Line 117: 19 words, 168 characters
Line 118: 14 words, 125 characters
Line 119: 0 words, 0 characters
Line 120: 15 words, 138 characters
Line 121: 4 words, 38 characters
Line 122: 7 words, 68 characters
Line 123: 18 words, 154 characters
Line 124: 16 words, 125 characters
Line 125: 10 words, 84 characters
Line 126: 14 words, 103 characters
Line 127: 3 words, 24 characters
Line 128: 6 words, 44 characters
Line 129: 8 words, 65 characters
Line 130: 11 words, 81 characters
Line 131: 13 words, 98 characters
Line 132: 5 words, 48 characters
Line 133: 3 words, 22 characters
Line 134: 6 words, 43 characters
Line 135: 8 words, 61 characters
Line 136: 2 words, 10 characters
Line 137: 0 words, 0 characters
Line 138: 3 words, 28 characters
Line 139: 5 words, 42 characters
Line 140: 6 words, 59 characters
Line 141: 11 words, 84 characters
Line 142: 4 words, 27 characters
Line 143: 2 words, 14 characters
Line 144: 3 words, 17 characters
Line 145: 11 words, 92 characters
Line 146: 20 words, 193 characters
Line 147: 16 words, 128 characters
Line 148: 7 words, 46 characters
Line 149: 2 words, 9 characters
Line 150: 19 words, 141 characters
Line 151: 17 words, 142 characters
Line 152: 18 words, 146 characters
Line 153: 6 words, 49 characters
Line 154: 11 words, 87 characters
Line 155: 6 words, 55 characters
Line 156: 16 words, 134 characters
Line 157: 9 words, 77 characters
Line 158: 7 words, 46 characters
Line 159: 8 words, 67 characters
Line 160: 7 words, 65 characters
Line 161: 10 words, 85 characters
Line 162: 2 words, 12 characters
Line 163: 5 words, 46 characters
Line 164: 3 words, 22 characters
Line 165: 15 words, 132 characters
Line 166: 18 words, 164 characters
Line 167: 10 words, 70 characters
Line 168: 3 words, 25 characters
Line 169: 19 words, 162 characters
Line 170: 15 words, 142 characters
Line 171: 14 words, 125 characters
Line 172: 9 words, 63 characters
Line 173: 8 words, 78 characters
Line 174: 10 words, 81 characters
Line 175: 9 words, 74 characters
Line 176: 0 words, 0 characters
Line 177: 15 words, 123 characters
