Line 1: 4 words, 35 characters
Line 2: 12 words, 107 characters
Line 3: 0 words, 0 characters
Line 4: 4 words, 35 characters
Line 5: 12 words, 90 characters
Line 6: 11 words, 77 characters
Line 7: 18 words, 147 characters
Line 8: 3 words, 17 characters
Line 9: 12 words, 86 characters
Line 10: 2 words, 21 characters
Line 11: 13 words, 106 characters
Line 12: 10 words, 62 characters
Line 13: 15 words, 124 characters
Line 14: 2 words, 10 characters
Line 15: 1 words, 3 characters
Line 16: 5 words, 53 characters
Line 17: 10 words, 82 characters
Line 18: 13 words, 117 characters
Line 19: 9 words, 81 characters
Line 20: 1 words, 6 characters
Line 21: 7 words, 73 characters
Line 22: 13 words, 106 characters
Line 23: 5 words, 47 characters
Line 24: 20 words, 169 characters
Line 25: 17 words, 133 characters
Line 26: 12 words, 113 characters
Line 27: 15 words, 142 characters
Line 28: 18 words, 155 characters
Line 29: 8 words, 66 characters
Line 30: 9 words, 79 characters
Line 31: 15 words, 123 characters
Line 32: 1 words, 9 characters
Line 33: 11 words, 92 characters
Line 34: 9 words, 91 characters
Line 35: 2 words, 22 characters
Line 36: 1 words, 6 characters
Line 37: 3 words, 19 characters
Line 38: 0 words, 0 characters
Line 39: 3 words, 21 characters
Line 40: 12 words, 109 characters
Line 41: 7 words, 49 characters
Line 42: 7 words, 64 characters
Line 43: 14 words, 138 characters
Line 44: 16 words, 137 characters
Line 45: 1 words, 9 characters
Line 46: 16 words, 136 characters
Line 47: 18 words, 157 characters
Line 48: 19 words, 160 characters
Line 49: 19 words, 146 characters
Line 50: 20 words, 195 characters
Line 51: 14 words, 91 characters
Line 52: 6 words, 40 characters
Line 53: 7 words, 60 characters
Line 54: 0 words, 0 characters
Line 55: 3 words, 23 characters
Line 56: 19 words, 145 characters
Line 57: 18 words, 154 characters
Line 58: 18 words, 161 characters
Line 59: 0 words, 0 characters
Line 60: 15 words, 131 characters
Line 61: 7 words, 63 characters
Line 62: 0 words, 0 characters
Line 63: 17 words, 148 characters
Line 64: 8 words, 72 characters
Line 65: 14 words, 112 characters
Line 66: 11 words, 94 characters
Line 67: 17 words, 151 characters
Line 68: 3 words, 23 characters
Line 69: 7 words, 61 characters
Line 70: 15 words, 134 characters
Line 71: 0 words, 0 characters
Line 72: 17 words, 152 characters
Line 73: 18 words, 149 characters
Line 74: 9 words, 74 characters
Line 75: 2 words, 16 characters
Line 76: 19 words, 167 characters
Line 77: 17 words, 154 characters
Line 78: 7 words, 58 characters
Line 79: 10 words, 86 characters
Line 80: 10 words, 80 characters
Line 81: 12 words, 106 characters
Line 82: 15 words, 104 characters
Line 83: 16 words, 132 characters
Line 84: 5 words, 47 characters
Line 85: 3 words, 26 characters
Line 86: 0 words, 0 characters
Line 87: 2 words, 20 characters
