Line 1: 16 words, 138 characters
Line 2: 5 words, 54 characters
Line 3: 12 words, 107 characters
Line 4: 7 words, 53 characters
Line 5: 4 words, 47 characters
Line 6: 16 words, 127 characters
Line 7: 18 words, 151 characters
Line 8: 9 words, 75 characters
Line 9: 12 words, 96 characters
Line 10: 18 words, 132 characters
Line 11: 12 words, 79 characters
Line 12: 11 words, 87 characters
Line 13: 1 words, 6 characters
Line 14: 1 words, 5 characters
Line 15: 19 words, 181 characters
Line 16: 0 words, 0 characters
Line 17: 15 words, 106 characters
Line 18: 16 words, 128 characters
Line 19: 0 words, 0 characters
Line 20: 15 words, 139 characters
Line 21: 15 words, 124 characters
Line 22: 20 words, 149 characters
Line 23: 9 words, 62 characters
Line 24: 11 words, 79 characters
Line 25: 4 words, 33 characters
Line 26: 14 words, 127 characters
Line 27: 6 words, 46 characters
Line 28: 1 words, 12 characters
Line 29: 16 words, 135 characters
Line 30: 13 words, 99 characters
Line 31: 20 words, 164 characters
Line 32: 13 words, 115 characters
Line 33: 6 words, 38 characters
Line 34: 14 words, 120 characters
Line 35: 4 words, 36 characters
Line 36: 4 words, 28 characters
Line 37: 3 words, 27 characters
Line 38: 19 words, 169 characters
Line 39: 15 words, 102 characters
Line 40: 13 words, 106 characters
Line 41: 2 words, 18 characters
Line 42: 18 words, 137 characters
Line 43: 16 words, 111 characters
Line 44: 15 words, 113 characters
Line 45: 9 words, 80 characters
Line 46: 13 words, 106 characters
Line 47: 19 words, 176 characters
Line 48: 12 words, 99 characters
Line 49: 14 words, 126 characters
Line 50: 17 words, 175 characters
Line 51: 0 words, 0 characters
Line 52: 0 words, 0 characters
Line 53: 6 words, 61 characters
Line 54: 3 words, 28 characters
Line 55: 2 words, 16 characters
Line 56: 8 words, 67 characters
Line 57: 18 words, 165 characters
Line 58: 4 words, 32 characters
Line 59: 17 words, 132 characters
Line 60: 18 words, 169 characters
Line 61: 10 words, 65 characters
Line 62: 18 words, 139 characters
Line 63: 12 words, 100 characters
Line 64: 15 words, 119 characters
Line 65: 1 words, 6 characters
Line 66: 17 words, 148 characters
Line 67: 1 words, 9 characters
Line 68: 6 words, 64 characters
Line 69: 2 words, 20 characters
Line 70: 0 words, 0 characters
Line 71: 9 words, 65 characters
Line 72: 0 words, 0 characters
Line 73: 15 words, 121 characters
Line 74: 3 words, 29 characters
Line 75: 20 words, 184 characters
Line 76: 12 words, 103 characters
Line 77: 10 words, 89 characters
Line 78: 9 words, 78 characters
Line 79: 7 words, 63 characters
Line 80: 18 words, 148 characters
Line 81: 14 words, 105 characters
Line 82: 2 words, 23 characters
Line 83: 1 words, 7 characters
Line 84: 15 words, 118 characters
Line 85: 19 words, 167 characters
Line 86: 6 words, 47 characters
Line 87: 20 words, 166 characters
Line 88: 8 words, 75 characters
Line 89: 1 words, 4 characters
Line 90: 18 words, 154 characters
Line 91: 6 words, 56 characters
Line 92: 0 words, 0 characters
Line 93: 18 words, 157 characters
Line 94: 2 words, 17 characters
Line 95: 8 words, 62 characters
Line 96: 20 words, 179 characters
Line 97: 14 words, 123 characters
Line 98: 6 words, 53 characters
Line 99: 4 words, 25 characters
Line 100: 1 words, 10 characters
Line 101: 12 words, 88 characters
Line 102: 16 words, 119 characters
Line 103: 19 words, 153 characters
Line 104: 15 words, 111 characters
Line 105: 13 words, 97 characters
Line 106: 3 words, 26 characters
Line 107: 20 words, 154 characters
Line 108: 14 words, 114 characters
Line 109: 4 words, 41 characters
Line 110: 4 words, 30 characters
Line 111: 7 words, 61 characters
Line 112: 9 words, 57 characters
Line 113: 19 words, 180 characters
Line 114: 8 words, 67 characters
Line 115: 8 words, 59 characters
Line 116: 18 words, 146 characters
Line 117: 10 words, 94 characters
Line 118: 15 words, 132 characters
Line 119: 5 words, 31 characters
Line 120: 11 words, 105 characters
Line 121: 11 words, 98 characters
Line 122: 4 words, 34 characters
Line 123: 1 words, 3 characters
Line 124: 19 words, 174 characters
Line 125: 17 words, 137 characters
Line 126: 18 words, 154 characters
Line 127: 1 words, 4 characters
Line 128: 14 words, 126 characters
Line 129: 14 words, 118 characters
Line 130: 15 words, 124 characters
Line 131: 11 words, 81 characters
Line 132: 3 words, 20 characters
Line 133: 9 words, 78 characters
Line 134: 6 words, 49 characters
Line 135: 17 words, 141 characters
Line 136: 7 words, 64 characters
Line 137: 2 words, 20 characters
Line 138: 8 words, 68 characters
Line 139: 5 words, 40 characters
Line 140: 4 words, 31 characters
Line 141: 18 words, 176 characters
Line 142: 20 words, 172 characters
Line 143: 3 words, 20 characters
Line 144: 1 words, 5 characters
Line 145: 20 words, 178 characters
Line 146: 20 words, 167 characters
Line 147: 7 words, 53 characters
Line 148: 10 words, 82 characters
Line 149: 1 words, 5 characters
Line 150: 0 words, 0 characters
Line 151: 14 words, 127 characters
Line 152: 10 words, 84 characters
Line 153: 1 words, 4 characters
Line 154: 1 words, 12 characters
Line 155: 7 words, 59 characters
Line 156: 14 words, 122 characters
Line 157: 17 words, 147 characters
Line 158: 3 words, 25 characters
Line 159: 9 words, 68 characters
Line 160: 8 words, 69 characters
Line 161: 8 words, 65 characters
Line 162: 7 words, 51 characters
Line 163: 3 words, 26 characters
Line 164: 14 words, 118 characters
Line 165: 6 words, 44 characters
Line 166: 2 words, 11 characters
Line 167: 7 words, 57 characters
Line 168: 9 words, 73 characters
Line 169: 19 words, 163 characters
Line 170: 2 words, 21 characters
Line 171: 14 words, 125 characters
Line 172: 3 words, 24 characters
Line 173: 2 words, 13 characters
Line 174: 4 words, 47 characters
Line 175: 9 words, 72 characters
Line 176: 6 words, 45 characters
Line 177: 12 words, 107 characters
Line 178: 4 words, 47 characters
Line 179: 10 words, 95 characters
Line 180: 11 words, 114 characters
Line 181: 1 words, 8 characters
Line 182: 10 words, 101 characters
Line 183: 19 words, 166 characters
Line 184: 6 words, 60 characters
Line 185: 14 words, 107 characters
Line 186: 7 words, 52 characters
Line 187: 2 words, 19 characters
Line 188: 10 words, 92 characters
Line 189: 16 words, 124 characters
Line 190: 19 words, 144 characters
Line 191: 18 words, 159 characters
Line 192: 10 words, 78 characters
Line 193: 20 words, 153 characters
Line 194: 16 words, 92 characters
Line 195: 11 words, 97 characters
Line 196: 5 words, 46 characters
Line 197: 15 words, 111 characters
Line 198: 15 words, 123 characters
Line 199: 11 words, 80 characters
Line 200: 17 words, 136 characters
Line 201: 19 words, 171 characters
Line 202: 6 words, 50 characters
Line 203: 14 words, 114 characters
Line 204: 4 words, 41 characters
Line 205: 6 words, 63 characters
Line 206: 8 words, 54 characters
Line 207: 12 words, 100 characters
Line 208: 3 words, 29 characters
Line 209: 3 words, 25 characters
Line 210: 20 words, 154 characters
Line 211: 0 words, 0 characters
Line 212: 16 words, 147 characters
Line 213: 13 words, 90 characters
Line 214: 18 words, 161 characters
Line 215: 12 words, 96 characters
Line 216: 11 words, 100 characters
Line 217: 4 words, 36 characters
Line 218: 14 words, 129 characters
Line 219: 18 words, 148 characters
Line 220: 1 words, 3 characters
Line 221: 4 words, 29 characters
Line 222: 11 words, 103 characters
Line 223: 4 words, 46 characters
